id,city,description,homeType,latitude,longitude,garageSpaces,hasSpa,yearBuilt,numOfPatioAndPorchFeatures,lotSizeSqFt,avgSchoolRating,MedianStudentsPerTeacher,numOfBathrooms,numOfBedrooms,priceRange
4572,austin,"Gorgeous single story with many updates. MIL floorplan, open living spaces, high ceilings, no carpet! Study w/closet could be 4th bed. Minutes to MoPac, Wholefoods, Lifetime Fitness, Alamo Drafthouse, Circle C etc. Feeds into Cowan, Bowie. Serene, shaded backyard (new grass being installed w.c 05.20) with huge covered deck spanning width of home.",Single Family,30.20470047,-97.85421753,0,FALSE,1995,0,6882,6.666666667,16,2,4,350000-450000
4573,austin,"In one of Austin's most highly sought-after neighborhoods of Circle C! This home offers five-bed, three and a half baths. Situated on a quiet cul-de-sac in gated Muirfield in Circle C, the home's front walkway features graceful, established landscaping and lush native oaks that Central Texas is known for. 
            
            The home's entryway welcomes you home with an open easy flowing floor plan. The home's openness is immediately on display, boasting lots of natural light and a beautiful grand staircase. 
            
            The kitchen gives way to a cozy breakfast area that is open to a sunroom/game room, great room and an elegant dining room. The open concept is anchored around a stunning great room with high ceilings lots of windows and an elegant fireplace. 
            
            The oversized master suite with sitting area creates a calm, grounded space for rest and relaxation. The master bath houses two large walk-in closets, separate vanities, shower, and a relaxing spa-like tub. 
            
            The grand staircase leads to an additional living area/game room, which effortlessly unspools into four more bedrooms, two full bathrooms and an oversized media room with quality sound and projector screen. 
            
            The backyard features a covered living area and a resort-style pool that backs to greenbelt full of luscious landscaping that helps add to the fresh aesthetic of this immaculate outdoor oasis.
            
            A highly desirable home is an absolute gem of a property that won't last long.",Single Family,30.19238091,-97.92010498,3,FALSE,2005,1,16552.8,8.666666667,18,4,5,650000+
4574,austin,"As you step up to the entrance you are greeted by a charming courtyard w/ fireplace & ambient lighting. Inside enjoy the graceful curved staircase that opens to a Hill Country View. Formal dining & living rooms showcase  hardwood floors, vaulted ceilings, expansive windows that overlook the greenbelt & stunning new light fixtures. The Kitchen/FR have gorgeous bright white cabinets, lots of counter space, large center island, double ovens, built-in refrigerator, wine refrig & gorgeous stone fireplace.",Single Family,30.17222023,-98.00377655,3,FALSE,2006,1,16988.4,8,15,4,4,450000-650000
4575,austin,"Open the door to a first level floor plan that guides you past a dedicated quiet space, formal dining area, and to the gathering room with an open concept kitchen featuring a spacious center island. On the other side of the gathering room is your owner's suite, that is your escape. Make your way upstairs to the open game room and 3 bedrooms with 2 full bathrooms. An additional room--currently used as the movie room--provides a flexible space that could also be a second home office or kids' homework area.",Single Family,30.34053802,-97.90909576,3,FALSE,2011,1,11325.6,8.333333333,17,4,4,450000-650000
4576,austin,"Beautiful custom home designed by nationally recognized Barley/Pfeiffer Architecture and expertly built by Oliver Custom Homes. Located on a quiet cul-de-sac within Dripping Springs ISD, this charming 5-acre property includes a 768 sf detached structure with four separate rooms for a home office, workshop and guest bedroom and bath. Enjoy the Hill Country and this wildlife paradise from several outdoor living spaces. High performance green features, energy-efficient design and abundant natural light.",Single Family,30.21977425,-97.99420929,0,FALSE,2003,3,219542.4,6.666666667,16,2,3,450000-650000
4577,austin,"Great, convenient Wells Branch location near I-35 and Mopac. 2-level home with cute front porch. Huge oak trees in front yard. 1 car garage. Fireplace in family room. Carpet in main areas with tile in kitchen and bathrooms. Half bath downstairs with bedrooms and 2 bathrooms upstairs. Large back yard with storage shed included.",Single Family,30.44344139,-97.68441772,0,FALSE,1984,1,4356,5.333333333,14,3,3,0-250000
4578,austin,**Price Improvement** 3 Bedroom / 1 Bathroom Home on a large corner lot ready for your touches and improvements! Come by and see it today!,Single Family,30.36159706,-97.71016693,0,FALSE,1965,0,9452,4,14,1,3,0-250000
4579,austin,"This meticulously cared for home sits on a .39 acre lot covered with majestic oak trees and will not last long!  The kitchen and bathroom updates make this cream puff move-in ready, or bring your remodeling ideas to turn this property into the home of your dreams!",Single Family,30.42036057,-97.76624298,0,FALSE,1979,1,16988.4,8.333333333,16,2,3,350000-450000
4580,austin,"One story brick veneer home with great bones being sold as is on a very large treed covered fenced yard, large wrap around covered sun room,Austin address but not in the city limits,no city taxes, working septic,low tax rate,Excellent Round Rock schools with elementary school in subdivision,close to Apple and major corp,shopping,churches and close in to Austin proper,gameroom added in 1986 adding 300 sq ft to tax record,Formal living,dining room converted to 5th bedroom,HVAC replaced 2011,H2O heater 2019",Single Family,30.45996857,-97.77852631,2,FALSE,1974,0,17859.6,6,14,2,5,250000-350000
4581,austin,"1301 Spearson Ln, Austin, TX 78745 is a single family home that contains 1,272 sq ft and was built in 1978. It contains 3 bedrooms and 2 bathrooms. 
 
",Single Family,30.20247269,-97.79653931,0,FALSE,1978,1,7405,4,14,2,3,250000-350000
4582,austin,HUGE Income producing opportunity! This 3 bedroom 2 bathroom home is an investor's dream! Nestled on a quiet street in Johnston Terrace and located in highly acclaimed Austin ISD! Laminate flooring throughout and great o9pen floorplan!  Long term tenants/ currently on a month to month lease and are willing to renew.  Home is being sold AS IS. ZONED SF-3 and conveniently located near major highways and 182 project!,Single Family,30.26145172,-97.68066406,4,FALSE,1969,0,9692,3,11,2,3,250000-350000
4583,austin,"PPE required. Decision makers only! Stunning home situated perfectly on a level greenbelt lot showcasing a backyard entertaining oasis and easy access to hike/bike trails. Interior features bright open living spaces, game room loft, recent updated flooring, recent paint, a spacious kitchen with breakfast bar and a super sweet master retreat with resort style bath. Easy access to Lake Austin, community pools, trails & parks. All this plus walk to exemplary schools,nearby dining & shopping. Truly a rare gem",Single Family,30.38277626,-97.89028931,2,FALSE,1999,2,6141,8.333333333,17,3,4,350000-450000
4584,austin,"Fabulous remodeled home with an open floorplan in popular neighborhood. Updates include: completely remodeled kitchen w/ granite, Stainless appliances, wood laminate flooring, stylish white tile & the HVAC & Water heater replaced in early 2016. All Bedrooms are upstairs* 192 SQ FT insulated unfinished shed in the back yard wired for electricity just waiting on final touches. Large fenced backyard. Tons of nearby Restaurants, Lifetime Fitness, Whole Foods, Torcys Tacos, running trails & minutes to DT",Single Family,30.20561028,-97.84455109,2,FALSE,1986,0,5837,4.666666667,14,3,3,250000-350000
4585,austin,"701 E 49th St #B, Austin, TX 78751 is a condo home that contains 1,781 sq ft and was built in 2014. It contains 3 bedrooms and 3 bathrooms. 
 
",Condo,30.31054878,-97.71884155,1,FALSE,2014,0,4791,6.333333333,16,3,3,450000-650000
4586,austin,"Newly renovated single story home on an oversized culdesac lot! Built in 1975, the current owners have brought life back to the home with a full remodel featuring clean lines, neutral tones, and an open concept floor plan. The home features shaker style white cabinets, granite countertops, stainless steel appliances, and luxury vinyl wood floors throughout. The oversized living room with vaulted ceilings, rustic wood beams, and a white brick fireplace, is ideal for entertaining. In addition to three bedrooms, the home has a second living room and an office space perfect for work / study from home. The quarter acre shaded lot located on the culdesac offers privacy and boundless opportunities for creating outdoor spaces to match your lifestyle. Short drive to Apple campus, HEB, and the Domain.",Single Family,30.44365692,-97.75432587,2,TRUE,1975,1,12196.8,6,13,2,3,450000-650000
4587,austin,"Property for sale in 78704! Nice big lot right under 0.5 acre in Central Austin, would make great investment property! House is close to 1,300 sqft with a detached studio close to 800 sqft with central heat and AC.  House comes with wood/tile floors, utility room with spacious kitchen.",Single Family,30.24560165,-97.77214813,3,FALSE,2020,0,21780,6.666666667,16,3,4,650000+
4588,austin,"Spacious, clean, comfortable furnished home for temporary sublet. Great yard, great neighborhood. Close to the Onion Creek greenbelt! Pets negotiable. Brand new HEB and Gold's Gym are super close as is Southpark Meadows. Great for someone new to Austin or someone looking to get out of the downtown area. Quick 5 min drive to 290/71. 10-20 minute drive to most place in Austin that we frequent.

Utilities and Internet not included - approx $350/mo for AC at 72 degrees. Internet is $75/mo currently.

Renting as is for 3 Month Lease.",Single Family,30.15943527,-97.77831268,0,FALSE,2005,0,4225,5.333333333,14,2.5,2,0-250000
4589,austin,"Superb Single Story located on a quiet cul-de-sac in Austin's Hidden Jewel neighborhood Grandview Hills! With Gorgeous hardwood floors and an Open Floor Plan, this 4 Bd & 3 Full Bath PLUS Office w/ French Doors is located near shopping w/ easy access to Hwy 620 & 2222 yet still retains the Peace and Quiet you desire! Walk to Top Rated Grandview Hills Elem. and neighborhood Pool & Park. Tired of giant master planned neighborhoods?...then this home is for you!",Single Family,30.41860771,-97.85771942,0,FALSE,1988,1,12632.4,7,16,3,4,350000-450000
4590,austin,"Conveniently located from downtown Austin, Lake Travis, and Austin–Bergstrom International Airport! This custom built home by Trinity Land & Homes is meticulously decorated and maintained which has all the finishing features you’re looking for.  Main floor master suite with large shower and jetted-tub, gourmet kitchen with breakfast bar, main floor office / convertible 5th bedroom, 3-car garage, and beautifully landscaped gardens with waterfall feature in the backyard.",Single Family,30.24086761,-97.90059662,3,FALSE,2004,0,8929,6.666666667,17,4,4,450000-650000
4591,austin,"Great Starter Home or Investment Property! Open floor plan, 3 bedrooms 2 baths in a corner lot, with Spacious updated Kitchen & Breakfast Area, Open to the Living Room, Tile in all living areas, recently painted and new 30years shingles on roof installed 1-12-19. only 12 miles away from downtown Austin! Covered Back Porch. Move-in ready!",Single Family,30.25663757,-97.5798111,0,FALSE,2006,0,6926,2.666666667,13,2,3,0-250000
4592,austin,"1400 Sarah Christine Ln, Austin, TX 78717 is a single family home that contains 2,157 sq ft and was built in 2014. It contains 4 bedrooms and 3 bathrooms. 
 
",Single Family,30.48748589,-97.72864532,0,FALSE,2014,1,5227,8.333333333,16,3,4,350000-450000
4593,austin,"This charming single story home is ready to be yours! With a great open layout and lots of natural light, this 3 bed/2 bath home is perfect for entertaining. The kitchen, living and dining spaces all come together for a nice flow. The well thought out floor plan separates the two additional bedroom at the front of the home while the master suite is located at the back. This home has been extremely well maintained. UPDATES: new AC unit, water heater, new carpeting and has been recently fully landscaped.",Single Family,30.38161278,-97.88668823,2,FALSE,1999,1,5488,8.333333333,17,2,3,350000-450000
4594,austin,"Immaculately clean, well-maintained home w/5 bedrooms & 3 full baths. It is located in the hills of highly desired south Austin. Plenty of space to quarantine, work from home, home-school, and entertain. Large, flat backyard is a blank slate for the homeowner to add a pool or playscape. Its impeccable condition is like new. Minutes to restaurants and retail in SouthPark Meadows and the brand new HEB Plus. 15-20 min to Austin airport, downtown and the new Tesla location. Future HOA park coming next year.",Single Family,30.1349659,-97.77481842,3,FALSE,2019,1,8407,5.333333333,15,3,5,350000-450000
4595,austin,"13102 Staton Dr, Austin, TX 78727 is a single family home that contains 1,043 sq ft and was built in 1992. It contains 3 bedrooms and 2 bathrooms. 
 
",Single Family,30.42080116,-97.68487549,0,FALSE,1992,1,9779,4.333333333,13,2,3,250000-350000
4596,austin,"15004 Banbridge Trl, Austin, TX 78717 is a single family home that contains 2,156 sq ft and was built in 2003. It contains 3 bedrooms and 2 bathrooms. 
 
",Single Family,30.50106812,-97.78205109,0,FALSE,2003,1,9147,8.333333333,16,2,3,350000-450000
4597,austin,"314 W Milton St, Austin, TX 78704 is a single family home that contains 2,238 sq ft and was built in 2017. It contains 3 bedrooms and 3 bathrooms. 
 
",Single Family,30.24796295,-97.75376129,0,FALSE,2017,0,5227,4.333333333,14,3,3,650000+
4598,austin,"NW Austin, in hot Milwood neighborhood - spacious 4 bedroom home with gorgeous kitchen remodel and INCREDIBLE park-like backyard! Enjoy the quartz counters and custom-built alder wood cabinets in spacious kitchen with built-in credenza and hutch. Large living area features floor to ceiling flagstone fireplace. Take a walk through huge backyard (.26 acre lot) on pebble walking path or sit and enjoy the outdoors on covered patio or raised wood deck...this backyard is magical! Drought tolerant landscaping makes upkeep a breeze. Front yard is equally beautiful with Crepe Myrtles, Chinese Tallow, Ash, and Red Bud trees. Fantastic neighborhood amenities include several nearby parks including the 52 acre Balcones District Park. Award-winning schools Summit, Murchison and Anderson with incredible shopping and dining nearby at the Domain! Contact the Laurie Flood Team for more info 512-277-7987.",Single Family,30.42106056,-97.72647095,0,FALSE,1982,2,11761.2,6.666666667,15,3,4,350000-450000
4599,austin,"Custom built lock & leave home w/ 2 master beds, 1 up/1 down. 3rd bed & full bath up. Granite countertops, stainless appliances, tile backsplash, upgraded cabinets & pulls in kitchen, open to living. Stained, stamped concrete floors down w/ wood-like ceramic tile floors up; no carpet at all. 1 car garage & 1 car carport behind a car gate/fence w/ automatic opener. 5.89 kw solar panel on roof has saved $750 to $800 in utilities per year. Xeriscaped & artificial turf yard for absolutely minimal maintenance.",Single Family,30.33097076,-97.73735046,1,FALSE,2006,3,7100,7,16,4,3,650000+
4600,austin,"Owner recently discovered beautiful lake views! Must see! Relax on the front porch enjoying the views from your lush private .48 acre lot.  Zoned for Casis Elementary! This mid-century home priced to sell ""as is,"" could be a fabulous remodel, or start from scratch and build your dream home.  Potential for City Views. See rendering of suggested privacy wall with gated entry & circle drive. Incredible value for a lot this size in Area 1B.  See also Lot MLS 3387330.",Single Family,30.32162857,-97.77017212,2,FALSE,2020,1,20908.8,7,16,5,4,650000+
4601,austin,"8710 Donna Gail Dr, Austin, TX 78757 is a single family home that contains 1,672 sq ft and was built in 1970. It contains 4 bedrooms and 2 bathrooms. 
 
",Single Family,30.37245178,-97.73104095,2,FALSE,1970,1,8973,5.333333333,13,2,4,350000-450000
4602,austin,"Charming house in highly desirable 78704! Open floor plan w/endless opportunities,high ceilings, exposed beams & skylights & a multitude of windows that offer an abundance of natural light. Spacious living areas & bdms & master suite complete w/private bath containing separate shower, expansive walk in closet & double vanity. Outdoor space great for entertaining w/large covered patio & two car garage. Within minutes of downtown as well as live music & restaurants in the South First & South Congress areas!",Single Family,30.24058151,-97.75740814,0,FALSE,1940,0,5967,4,12,2,3,650000+
4603,austin,"8804 Milton Lease Dr, Austin, TX 78747 is a single family home that contains 2,068 sq ft and was built in 2009. It contains 3 bedrooms and 3 bathrooms. 
 
",Single Family,30.14874649,-97.73869324,0,FALSE,2009,0,4181,5.333333333,15,3,3,0-250000
4604,austin,"Fantastic home in a great neighborhood.  Tree lined streets with gas lit street lamps at each home, green areas surrounding the neighborhood, playground and more!  Great location near lots of great food and shopping.  Open floor plan with high ceilings and owner suite downstairs.  Recent paint.  Covered rear patio.  Upstairs has second living room/loft area and secondary bedrooms.  Kitchen features granite countertops.",Single Family,30.15637779,-97.82875824,2,TRUE,1998,2,6272,3.666666667,15,3,3,0-250000
4605,austin,Circle C Ranch. Highly sought after area. 1 story 3 bedroom 2 bath w Garden room in back and cement slabs outside. 2 doggie doors built in. 2nd bathroom has a handicap tub installed. Blk from Johnson flower gardens. This is Travis ISD and Bowie High School.,Single Family,30.18857193,-97.86943054,0,FALSE,1999,0,7666,9,18,2,3,350000-450000
4606,austin,"115 Sand Hills Ln, Austin, TX 78737 is a single family home that contains 3,353 sq ft and was built in 2014. It contains 4 bedrooms and 5 bathrooms. 
 
",Single Family,30.18014908,-97.98271942,0,FALSE,2014,0,13939.2,6,16,5,4,450000-650000
4607,austin,"Beautiful Newmark Home located within a quick walk to Kiker Elementary and pool! Upgraded kitch. w/granite/Jennair/convection. 4 LARGE bedrooms AND sep office off of master. Easy second office in formal living area. Gorgeous screened patio for parties or jump in your hot tub! Pro wired 220V for garage, hot tub and greenhouse. Brand new carpet and pad throughout! AMAZING spa remodels of the master and secondary baths. Adjustable heated floors+humidity control in master and radiant heat in both!",Single Family,30.1942215,-97.8918457,0,FALSE,1988,0,9692,9,18,3,4,450000-650000
4608,austin,"1721 Timberwood Dr, Austin, TX 78741 is a townhome home that contains 1,394 sq ft and was built in 1974. It contains 3 bedrooms and 2 bathrooms. 
 
",Townhouse,30.22686768,-97.74236298,2,FALSE,1974,1,2396,4,14,2,3,0-250000
4609,austin,"Quaint older Austin neighborhood tucked away, convenient to IH 35, close to North Acres Neighborhood Park. Well kept single story 3 bdrm, 2 full bath home, with many improvements.Large trees, and back yard so spacious even with an in-ground pool. Love grilling, relaxing in your backyard, taking a dip in the swimming pool then this house is for you! Large covered patio with high ceilings & ceiling fans. Koi pond for added serenity. Ask your agent to review list of improvements. NO HOA",Single Family,30.34464455,-97.68971252,2,FALSE,1979,0,12196.8,4,14,2,3,350000-450000
4610,austin,"One hour notice required. Remodeled one story in Northwest Hills. Recent windows, gutters, roof, extensive landscaping & french drain, hardwoods to mention a few upgrades to major systems.Private master has large walk-in closet and completely remodeled bathroom. Large secondary bedrooms. Island kitchen is open to dining and living spaces, great for entertaining. Loads of windows allow natural light and pretty backyard views.Great backyard big enough for a pool and play!Owner is licensed Real Estate agent.",Single Family,30.35445404,-97.76815033,0,FALSE,1962,0,13068,7,16,3,3,650000+
4611,austin,"Highland Village mid-century rambler located at the end of a cul-de-sac. Four bedrooms. Abundant natural light (double-hung windows and solar tubes). Master suite features his/her master closets, walk-in shower and high ceilings, stained/scored concrete floors. Updates throughout, including tankless hot water heater, Andersen sliding glass doors, updated kitchen w/cork flooring. Front yard sprinkler system. Spectacular Wood fired Tuscan oven. Six-foot metal fence. Text agent.",Single Family,30.32987976,-97.75468445,2,FALSE,1954,0,10018,7,16,2,4,650000+
4612,austin,"5504 Humming Bird Ln, Austin, TX 78745 is a single family home that contains 1,206 sq ft and was built in 1935. It contains 3 bedrooms and 1 bathroom. 
 
",Single Family,30.20789719,-97.77841187,0,FALSE,1935,0,9060,4,14,1,3,250000-350000
4613,austin,"1336 Neans Dr, Austin, TX 78758 is a single family home that contains 1,716 sq ft and was built in 1974. It contains 4 bedrooms and 2 bathrooms. 
 
",Single Family,30.37398338,-97.7029953,0,FALSE,1974,0,13503.6,3.666666667,14,2,4,250000-350000
4614,austin,"1008 Plymouth Dr, Austin, TX 78758 is a single family home that contains 1,030 sq ft and was built in 1968. It contains 3 bedrooms and 2 bathrooms. 
 
",Single Family,30.35682297,-97.70835876,1,FALSE,1968,0,7753,4,14,2,3,250000-350000
4615,austin,"Quaint home situated on the corner of a vibrant neighborhood. The home features spacious bedrooms and comfortable living area. Relax or host family and friends in the large, open and fenced in backyard.",Single Family,30.2761631,-97.71920013,1,FALSE,1945,0,4617,6.666666667,15,2,3,250000-350000
4616,austin,"Architect's home featured on 2013 AIA home tour. Stunning, eco-friendly, modern home close-in Westlake with City views. Walking distance to schools, restaurants,shopping, and 10 minutes to Downtown. Flexible floorpan works well for multiple generations, includes a bonus room that has a separate entrance and a secret passageway to the main part of the house that would be ideal for a home office, guest suite, nanny's quarters, studio, or 5th bedroom. Pool w/solar water heater and programmable LED lights.",Single Family,30.26516342,-97.80753326,0,FALSE,2012,0,9975,9,14,6,5,650000+
4617,austin,Beautiful one level home on a private cul-de-sac in the shadow of Mount Bonnell. The high ceilings and many windows make this home so inviting and comfortable. The arrangement is perfect for guests with three large bedrooms and ample storage. Walk in through the double entry doors onto the wide wood walkway into the living/dining area. The kitchen opens to the family room. Each living area has a warm fireplace. The large master suite has a sitting area and a private office off the entry. The fenced yard and gardens are most inviting. The large covered back veranda is delightful and private. A large two car garage with a work area and ample storage. Very rare one level home. In the Casis school district.,Single Family,30.32073021,-97.7707901,0,FALSE,1990,0,14810.4,7,16,2,3,650000+
4618,austin,"PRIME DEVELOPMENT OPPORTUNITY in 78704 zip code! 2100 De Verne St is a 0.144 acre lot with a 1374 sq.ft. house.  Add the property at 2102 DE VERNE and 2200 Ann Arbor, ALSO FOR SALE for a combined 0.4334 acres. Zoned SF-3. Property being sold ""as is"". Value in the land.",Single Family,30.24973488,-97.77774048,2,FALSE,2019,0,12632.4,6.666666667,16,4,4,650000+
4619,austin,"5904 Gorham Glen Ln, Austin, TX 78739 is a single family home that contains 3,127 sq ft and was built in 2000. It contains 4 bedrooms and 4 bathrooms. 
 
",Single Family,30.18333435,-97.88882446,2,FALSE,2000,3,7623,9,18,4,4,450000-650000
4620,austin,"Great single family home located within walking distance to many East Austin hot spots, Boggy Creek Greenbelt and just minutes from downtown. This charming home features 1 bedroom 1 bath with on-site parking plus a dedicated office or flex space to suit your needs. Bright living area with wood floors flows into an eat-in kitchen with SS appliances containing a gas range, built-in microwave, ample storage and washer/dryer connections. Enjoy outdoor living under a large covered front porch overlooking lush landscaping, or plenty of space in a fully fenced-in large backyard with garden beds, storage shed and alley access. Great property and location with potential to upgrade.",Single Family,30.26506424,-97.71852112,2,TRUE,1935,4,4356,5,11,1,1,350000-450000
4621,austin,"1808 Saint Albans Blvd, Austin, TX 78745 is a single family home that contains 1,554 sq ft and was built in 1964. It contains 3 bedrooms and 2 bathrooms. 
 
",Single Family,30.21816254,-97.79425049,0,FALSE,1964,0,9452,4.666666667,14,2,3,450000-650000
4622,austin,"This is a STEAL at This Price!! Excellent Location! Down the street from St.Edwards, Downtown Austin & Hwy 35 Hwy 71, Fully Remodeled WITH Permits, All New HVAC, Electrical, Roof, Windows, Tankless Water Heater, Plumbing, Interior & Exterior Paint, Landscaping, Cabinets, Quartz countertops, Light Fixtures, Tiled showers, Outdoor patio & Pergola, All Luxury Waterproof Commercial grade Vinyl Flooring throughout with a 30 year warranty (No carpet), Stainless Steel appliances, Short Term Rental Possible, NO HOA",Single Family,30.23518753,-97.75255585,1,FALSE,1964,0,7361,4.333333333,14,2,4,650000+
4623,austin,"TURNKEY 4-BR 1-story in the Woodlands! BRAND NEW carpet! FRESH paint inside & out! WIDE OPEN floor-plan. Entertaining is a breeze w/ this great floor plan! Kitchen is the heart of the home w/ center island, & BRAND NEW appliances, sink&fixtures! Private master suite w/tray ceiling&ensuite w/WIC, NEW master bath lighting, dbl sinks, sep shower&garden tub. Private, oversized backyard w/ room for playscape, pool, or trampoline. Entertainment for all ages! Amenities inc pool, playground, & jog/bike path!",Single Family,30.27275658,-97.63141632,4,FALSE,2008,0,9147,3.666666667,11,2,4,0-250000
4624,austin,"BETTER THAN NEW!  Gorgeous home with open floor plan, vaulted ceilings, abundant natural light, stained concrete floors, stainless appliances, granite countertops & much more! Beautifully remodeled master bath. Fresh exterior/interior paint, wood blinds, & ADT security system.The exterior boasts professional landscaping, sprinkler system. Community features HOA w/ pool, tennis courts, soccer fields & playground. Access miles of nature preserve & trails from property backyard gate! You will love this home.",Single Family,30.22301674,-97.85586548,0,FALSE,1983,0,9583,6,17,2,3,350000-450000
4625,austin,"Beautiful well kept spacious 4 bedroom home, with two living areas, stained concrete floors, laminate on stairs and upstairs gameroom, nice location near Samsung. no backyard neighbors.  spacious bedrooms, kitchen open to family room, spacious back yard, square footage of 2088 is based on the tax record,",Single Family,30.36948967,-97.61460876,0,FALSE,2005,0,5096,4.333333333,12,3,4,0-250000
4626,del valle,"Well keep single story home in Los Cielos. Open floor plan that is perfect for entertaining, kitchen dining room is overlooking the family room. Quick access to Del Valle high school and the highway. This home won't last long!Restrictions: Yes",Single Family,30.16828346,-97.62340546,2,FALSE,2004,2,6599,3.333333333,14,2,3,0-250000
4627,austin,"11800 Quintana Cv, Austin, TX 78739 is a single family home that contains 1,967 sq ft and was built in 2013. It contains 4 bedrooms and 3 bathrooms. 
 
",Single Family,30.18239594,-97.90644073,0,FALSE,2013,0,6534,9,18,3,4,350000-450000
4628,austin,"Beautiful home on large corner lot. Recent updates include stunning granite countertops, high-end stainless Maytag appliances, heavy duty brushed nickel cabinet pulls, sinks, faucets, etc etc. Too many to list. Kitchen opens up to primary living area with 2-story-high ceilings. North facing 2nd story windows in primary living provide adequate non-direct sunlight throughout the day. Master suite includes huge walk-in closet, vaulted ceilings, his/her vanities, jetted garden tub and walk-in shower. Plenty of room for a home office, playroom for the kids, storage, and more. Property will be undergoing even more updates in the following weeks so stay tuned!",Single Family,30.34979439,-97.60928345,2,FALSE,2001,2,10454,5,11,3,4,250000-350000
4629,austin,"12911 Irongate Ave, Austin, TX 78727 is a single family home that contains 1,293 sq ft and was built in 1977. It contains 3 bedrooms and 2 bathrooms. 
 
",Single Family,30.42271423,-97.69324493,0,FALSE,1977,0,7056,4.333333333,13,2,3,250000-350000
4630,austin,"5609 Emma Thompson Way, Austin, TX 78747 is a single family home that contains 1,220 sq ft and was built in 2012. It contains 3 bedrooms and 2 bathrooms. 
 
",Single Family,30.14185905,-97.76882935,2,FALSE,2012,0,5662,5.333333333,15,2,3,0-250000
4631,austin,"Cute South Austin bungalow.  New roof, HVAC replaced within last year.  Update friendly, move in ready.  Lush yard with a dog run for pet friendly owners.",Single Family,30.1919651,-97.78390503,2,FALSE,1977,2,8015,4,14,2,3,250000-350000
4632,austin,"Captivating Highland home in the prestigious neighborhood of Covered Bridge - lovely pool community and park.  Nothing but the best for this open and spacious one story: plantation shutters, granite kitchen, stainless steel appliances, crown moulding, surround sound, automatic irrigation system, covered patio, high ceilings, large master suite, luxurious spa bath w/ jetted tub, office space and formal dining.  Enjoy easy access to both Hill Country and Downtown.",Single Family,30.23948669,-97.90046692,2,FALSE,2006,0,7840,6.666666667,17,2,3,350000-450000
4633,austin,"When you think of home, this is it! Great floor plan, ready to move into updated home in a sweet neighborhood. Newer windows, exterior doors, paint, hardwoods & tile make this home fresh & inviting. The layout lives big for a family and the neighborhood amenities: pool, clubhouse, parks, & proximity to the Quarries are all so desirable. Best of all, the backyard is lush, green & private, beautifully landscaped & the covered porch helps you enjoy it all. Close to all the stores, eateries, & major arteries.",Single Family,30.40667343,-97.73648834,0,FALSE,1979,0,8973,6.666666667,15,3,4,450000-650000
4634,austin,"Lively East Austin home close to live music, trendy bars, great food, parks, murals and casual dives. This two-story detached condo with sealed concrete & natural hickory wood floors. Quality finishes include Kent Moore white shaker style cabinets, Silestone countertops, and private yard w/deck that backs to open space. Large back private back yard pre-wired for outdoor speakers. Whole-home wired for security system with keyless entry. Detached one car carport. & large driveway for parking. Located within walking or biking distance to Austin's best restaurants & activities - Grizzelda's, East Side Succulents, Marcelino's Tacos, trendy coffee shops, Native Grocery, Hillside Farmacy, Whisler's, Ah Sing Den, and many more. Close to ABIA for frequent travellers.  This home has it all and it won't last long.",Single Family,30.26252556,-97.70470428,2,FALSE,2017,2,6664,3.333333333,11,2,2,350000-450000
4635,austin,"1708 Nickerson St, Austin, TX 78704 is a single family home that contains 1,954 sq ft and was built in 1914. It contains 4 bedrooms and 2 bathrooms. 
 
",Single Family,30.24612045,-97.75000763,0,FALSE,1914,0,6969,4.333333333,14,2,4,650000+
4636,austin,"Located in Wells Branch, this open floor plan home features tile and stained concrete floors.(no carpet!). Updated kitchen &baths with granite countertops & stainless steel appliances. Converted garage offers a bonus space for a 4th Bedroom or a 2nd living area. Easy access to Mopac/I-35/Tolls/Metro Rail/Downtown/Domain/La Frontera. Walking distance to Katherine Fleischer Park & Area Elementary schools. Wells Branch Recreation Center & Willow Bend public pools less than 2 miles away",Single Family,30.43693352,-97.68270111,2,FALSE,1984,0,4486,2.666666667,14,2,3,250000-350000
4637,del valle,Corner lot home perfect for First-time Homebuyers!!! Come and see this beautiful home with a spacious combined dining and living room. Beautiful outdoor covered patio and iron gated backyard. Converted garage to an office space or dance studio with a beautiful built in book case. Motivated seller. Bring all offers.,Single Family,30.15507507,-97.6512146,0,FALSE,2003,0,6098,3,14,2,3,0-250000
4638,austin,"Great price for remolded Central Austin allandale three bed and three full baths. Oversized attached two car garage. All tile floors, modern feel and look very fresh. Master bath includes very large shower and a large walk in closet.",Single Family,30.33505821,-97.75216675,0,FALSE,1959,1,9365,6.666666667,16,3,3,450000-650000
4639,austin,"This 3 bed, 2 bath Allandale home features hard wood floors, recent carpet & tasteful updates throughout. The kitchen has a gas cooktop, stainless steel appliances & a separate walk-in pantry/laundry room. The interior was freshly painted in 2018. There is a spacious patio overlooking the large, flat, fenced yard. Live in a great neighborhood with highly-rated Gullett Elementary, all near Northwest Park. Move-in ready!",Single Family,30.35822105,-97.74377441,0,FALSE,1968,0,8668,6.666666667,16,2,3,450000-650000
